"freq","class","sub_class","name","tooltip","alias","ignore"
53,"TERM",NA,"VAWT","Vertical Axis Wind Turbine (TERM)","Vertical Axis Wind Turbine|\bVAWT\b",TRUE
52,"TERM",NA,"Cable Enterprise","Cable Enterprise (TERM)","Cable Enterprise",TRUE
51,"TERM",NA,"CPT","Cone Penetration Tests (TERM)","(C|c)one (P|p)enetration (T|t)est(s)?( \(CPT\))?|CPT( \((C|c)one (P|p)enetration (T|t)est(s)?\))?|\bCPT\b",FALSE
50,"TERM",NA,"GE Haliade","GE Haliade wind turbine (TERM)","GE Haliade",FALSE
50,"TERM",NA,"greenhouse gas emissions","greenhouse gas emissions (TERM)","greenhouse gas emissions?",TRUE
49,"TERM",NA,"TLP","Tension Leg Platform (TERM)","Tension( |-)Leg( |-)Platform|\bTLP\b",TRUE
47,"TERM",NA,"CAGR","Compound Annual Growth Rate (TERM)","Compound Annual Growth Rate|\bCAGR\b",FALSE
44,"TERM",NA,"FPP","Floating Power Plant (TERM)","(F|f)loating (P|p)ower (P|p)lant|\bFPP\b",FALSE
43,"TERM",NA,"SES","Surface Effect Ship Tech. (TERM)","surface(-| )effect(-| )ship|\bSES\b",TRUE
43,"TERM",NA,"LNG","liquefied natural gas (TERM)","(L|l)iquefied (N|n)atural (G|g)as|\bLNG\b",FALSE
43,"TERM",NA,"ASV","Autonomous Surface Vehicle (TERM)","Autonomous Surface Vehicle(s)?|\bASV\b",FALSE
42,"TERM",NA,"Borssele Beta","Borssele Beta transformer platform (TERM)","Borssele Beta",FALSE
40,"TERM",NA,"XLPE","cross-linked polyethylene (TERM)","cross-linked polyethylene( insulated)?|\bXLPE\b",FALSE
39,"TERM",NA,"HDD","Horizontal Directional Drilling (TERM)","Horizontal Directional Drilling|\bHDD\b",TRUE
38,"TERM",NA,"OPEX","operating expense (TERM)","(o|O)perating (e|E)xpense|\bOPEX\b",TRUE
35,"TERM",NA,"Marine Current Turbines","Marine Current Turbine (TERM)","Marine Current Turbine",TRUE
35,"TERM",NA,"MSP","Maritime Spatial Planning (TERM)","(M|m)aritime (S|s)patial (P|p)lanning( \(MSP\))?|\bMSP\b",FALSE
34,"TERM",NA,"FOWIND","Facilitating Offshore Wind in India (TERM)","(F|f)acilitating (O|o)ffshore (W|w)ind (I|i)n (I|i)ndia( \(FOWIND\))?|FOWIND \((F|f)acilitating (O|o)ffshore (W|w)ind (I|i)n (I|i)ndia\)|\bFOWIND\b",FALSE
33,"TERM",NA,"SDE+","Stimulation of Sustainable Energy Production (TERM)","(The SDE\+? )?\(?Stimulering Duurzame Energieproductie/Stimulation of sustainable energy production\)|Renewable Energy Production Incentive( \(SDE\))?|\bSDE( )?\+?\b",FALSE
31,"TERM",NA,"AEP","annual energy production (TERM)","(A|a)nnual (E|e)nergy (P|p)roduction|\bAEP\b",FALSE
31,"TERM",NA,"CCS","Carbon Capture & Storage (TERM)","carbon capture (and|&) storage|\bCCS\b",TRUE
25,"TERM",NA,"MRCF","Marine Renewables Commercialisation Fund (TERM)","Marine Renewables Commercialisation Fund|\bMRCF\b",FALSE
118,"UNIV",NA,"DTU","Tech. Univ. Denmark (UNIV)","Technical University of Denmark|\bDTU\b",FALSE
56,"UNIV",NA,"Maine","Univ. Maine (UNIV)","University of Maine",FALSE
47,"UNIV",NA,"Strathclyde","Univ. Strathclyde (UNIV)","University of Strathclyde|Strathclyde University",FALSE
37,"UNIV",NA,"Exeter","Univ. Exeter (UNIV)","University of Exeter|Exeter University",FALSE
36,"UNIV",NA,"Edinburgh","Univ. Edinburgh (UNIV)","University of Edinburgh|Edinburgh University",FALSE
31,"UNIV",NA,"Hull","Univ. Hull (UNIV)","University of Hull",FALSE
23,"UNIV",NA,"Clemson","Univ. Clemson (UNIV)","Clemson University",FALSE
20,"UNIV",NA,"Massachusetts","Univ. Massachusetts (UNIV)","University of Massachusetts",FALSE
20,"UNIV",NA,"Stuttgart","Univ. Stuttgart (UNIV)","University of Stuttgart",FALSE
19,"UNIV",NA,"Delaware","Univ. Delaware (UNIV)","University of Delaware",FALSE
19,"UNIV",NA,"Lowestoft","Lowestoft College (UNIV)","Lowestoft College",FALSE
18,"UNIV",NA,"Plymouth","Univ. Plymouth (UNIV)","University of Plymouth|Plymouth University",FALSE
17,"UNIV",NA,"Technology","Univ. Technology (UNIV)","University of Technology",FALSE
17,"UNIV",NA,"TU.Denmark","Univ. TU.Denmark (UNIV)","Technical University( of| in)? Denmark",FALSE
15,"UNIV",NA,"Cranfield","Univ. Cranfield (UNIV)","Cranfield University",FALSE
15,"UNIV",NA,"Newcastle","Newcastle College (UNIV)","Newcastle College",FALSE
14,"UNIV",NA,"Aberdeen","Univ. Aberdeen (UNIV)","University of Aberdeen",FALSE
14,"UNIV",NA,"Watt","Univ. Watt (UNIV)","Watt University",FALSE
13,"UNIV",NA,"Robert Gordon","Univ. Robert Gordon (UNIV)","Robert Gordon University",FALSE
13,"UNIV",NA,"Rostock","Univ. Rostock (UNIV)","University of Rostock",FALSE
13,"UNIV",NA,"Great Yarmouth","Great Yarmouth College (UNIV)","Great Yarmouth College",FALSE
12,"UNIV",NA,"Durham","Univ. Durham (UNIV)","Durham University",FALSE
12,"UNIV",NA,"Oxford","Univ. Oxford (UNIV)","University of Oxford|Oxford University",FALSE
12,"UNIV",NA,"Southampton","Univ. Southampton (UNIV)","University of Southampton|Southampton University",FALSE
12,"UNIV",NA,"Tokyo","Univ. Tokyo (UNIV)","University of Tokyo",FALSE
12,"UNIV",NA,"Hull C.","Hull College (UNIV)","Hull College",FALSE
12,"UNIV",NA,"Bristol Community","Bristol Community College (UNIV)","Bristol Community College",FALSE
11,"UNIV",NA,"Washington","Univ. Washington (UNIV)","University of Washington",FALSE
11,"UNIV",NA,"Delft","Univ. Delft (UNIV)","Delft University",FALSE
11,"UNIV",NA,"Oregon State","Univ. Oregon State (UNIV)","Oregon State University",FALSE
10,"UNIV",NA,"Aalborg","Univ. Aalborg (UNIV)","Aalborg University",FALSE
10,"UNIV",NA,"Maryland","Univ. Maryland (UNIV)","University of Maryland",FALSE
10,"UNIV",NA,"Cardiff","Univ. Cardiff (UNIV)","Cardiff University",FALSE
10,"UNIV",NA,"Swansea","Univ. Swansea (UNIV)","Swansea University",FALSE
8,"UNIV",NA,"Bristol","Univ. Bristol (UNIV)","University of Bristol",FALSE
515,"VESSEL",NA,"CTV","Crew Transfer Vessel (VESSEL)","crew( |-)transfer vessels?|\bCTV\b",TRUE
411,"VESSEL",NA,"SOV","Service Operation Vessel (VESSEL)","service operations? vessels?|\bSOV\b",TRUE
369,"VESSEL",NA,"Jack Up Vessel","Jack Up Vessel (VESSEL)","jack( |-)up( installation)? vessels?",TRUE
281,"VESSEL",NA,"Cable Laying Vessel","Cable Laying Vessel (VESSEL)","cable( |-)?(installation|lay(ing)?) vessels?|\bCLV\b",TRUE
180,"VESSEL",NA,"Heavy Lift Vessel","Heavy Lift Vessel (VESSEL)","heavy( |-)lift vessels?|\bHLV\b",TRUE
147,"VESSEL",NA,"SEA","Strategic Environmental Assessment (VESSEL)","\bSEA(( |-)([A-Z]+))?\b",FALSE
136,"VESSEL",NA,"Service Vessel","Service Vessel (VESSEL)","(wind farm |offshore )?service vessels?",TRUE
124,"VESSEL",NA,"FCS","Fast Crew Supplier (VESSEL)","(F|f)ast (C|c)rew (S|s)uppliers?|\bFCS\b",FALSE
116,"VESSEL",NA,"VOS","Vroon Offshore Services (VESSEL)","\bVOS\b",FALSE
103,"VESSEL",NA,"Support Vessel","Support Vessel (VESSEL)","(wind farm|offshore) support vessels?",TRUE
102,"VESSEL",NA,"WTIV","wind turbine installation vessel (VESSEL)","wind turbine installation vessel( \(WTIV\))?|\bWTIV\b",FALSE
100,"VESSEL",NA,"Seajacks Scylla","Seajacks Scylla (VESSEL)","Seajacks Scylla",FALSE
98,"VESSEL",NA,"Stanislav Yudin","Stanislav Yudin (VESSEL)","Stanislav Yudin",FALSE
94,"VESSEL",NA,"Turbine Installation Vessel","Turbine Installation Vessel (VESSEL)","(wind )?turbine installation vessels?",TRUE
91,"VESSEL",NA,"SWATH","Small Waterplane Area Twin Hull (VESSEL)","\bSWATH\b",FALSE
91,"VESSEL",NA,"Construction Vessel","Construction Vessel (VESSEL)","(offshore )?construction( support)? vessels?",TRUE
84,"VESSEL",NA,"Wind Farm Vessel","Wind Farm Vessel (VESSEL)","(wind farm|offshore) vessels?",TRUE
82,"VESSEL",NA,"Installation Vessel","Installation Vessel (VESSEL)","(wind( farm)? |offshore )installation vessels?",TRUE
78,"VESSEL",NA,"Brave Tern","Brave Tern (VESSEL)","Brave Tern",FALSE
78,"VESSEL",NA,"Bold Tern","Bold Tern (VESSEL)","Bold Tern",FALSE
74,"VESSEL",NA,"Vole au Vent","Vole au Vent (VESSEL)","\bVole au Vent\b",TRUE
62,"VESSEL",NA,"MPI Discovery","MPI Discovery (VESSEL)","MPI Discovery",FALSE
58,"VESSEL",NA,"MRE","Marine Renewable Energy (VESSEL)","\bMRE\b",FALSE
56,"VESSEL",NA,"Bibby WaveMaster","Bibby WaveMaster (VESSEL)","Bibby WaveMaster (1|2)",FALSE
52,"VESSEL",NA,"Accommodation Vessel","Accommodation Vessel (VESSEL)","accommodation vessels?",TRUE
51,"VESSEL",NA,"X-STERN","operate with stern (VESSEL)","X-(STERN|BOW)",FALSE
51,"VESSEL",NA,"Living Stone","Living Stone (VESSEL)","Living Stone",FALSE
48,"VESSEL",NA,"SEA CHALLENGER","SEA CHALLENGER (VESSEL)","SEA CHALLENGER",FALSE
48,"VESSEL",NA,"CSV","Construction Support Vessel (VESSEL)","(C|c)onstruction (S|s)upport (V|v)essel( \(CSV\))?|\bCSV\b",FALSE
45,"VESSEL",NA,"Siem Aimery","Siem Aimery (VESSEL)","Siem Aimery",FALSE
43,"VESSEL",NA,"Maersk Connector","Maersk Connector (VESSEL)","Maersk Connector",FALSE
37,"VESSEL",NA,"HST","High Speed Transfers (VESSEL)","\bHST [HS][a-z]+",FALSE
29,"VESSEL",NA,"GMS","Gulf / Green Marine Services (VESSEL)","GMS( Endeavour| Evolution| vessels?)",FALSE
22,"VESSEL",NA,"Platform Supply Vessel","Platform Supply Vessel (VESSEL)","platform supply vessels?",TRUE
21,"VESSEL",NA,"Maintenance Vessel","Maintenance Vessel (VESSEL)","maintenance vessels?",TRUE
15,"VESSEL",NA,"Chartwell","Chartwell (VESSEL)","Chartwell",FALSE
